date,day,time,start,Annotation start (sec),annotation,sablefish axis
10/17/2019,30,12:01:00,12:00:51,70,12:02:01,25
10/17/2019,30,13:01:00,13:01:01,60,13:02:01,33
10/17/2019,30,14:01:00,14:00:55,65,14:02:00,12
10/17/2019,30,15:01:00,15:00:48,71,15:01:59,17
10/17/2019,30,16:01:00,16:00:58,64,16:02:02,21
10/17/2019,30,17:01:00,17:00:52,68,17:02:00,12
10/17/2019,30,18:01:00,18:00:49,71,18:02:00,9
10/17/2019,30,19:01:00,19:01:03,56,19:01:59,8
10/17/2019,30,20:01:00,20:00:59,62,20:02:01,12
10/17/2019,30,21:01:00,21:00:58,64,21:02:02,31
10/17/2019,30,22:01:00,22:00:54,65,22:01:59,27
10/17/2019,30,23:01:00,23:00:49,72,23:02:01,21
10/18/2019,31,0:01:00,0:01:01,57,0:01:58,19
10/18/2019,31,1:01:00,1:00:55,63,1:01:58,15
10/18/2019,31,2:01:00,2:00:59,61,2:02:00,14
10/18/2019,31,3:01:00,3:01:00,61,3:02:01,8
10/18/2019,31,4:01:00,4:01:01,62,4:02:03,14
10/18/2019,31,5:01:00,5:01:02,59,5:02:01,16
10/18/2019,31,6:01:00,6:01:00,64,6:02:04,11
10/18/2019,31,7:01:00,7:00:59,59,7:01:58,7
10/18/2019,31,8:01:00,8:00:59,63,8:02:02,15
10/18/2019,31,9:01:00,9:00:58,65,9:02:03,11
10/18/2019,31,10:01:00,10:00:56,65,10:02:01,19
10/18/2019,31,11:01:00,11:00:56,66,11:02:02,15
10/18/2019,31,12:01:00,12:00:52,70,12:02:02,14
10/18/2019,31,13:01:00,13:00:50,72,13:02:02,22
10/18/2019,31,14:01:00,14:00:53,66,14:01:59,32
10/18/2019,31,15:01:00,15:00:56,65,15:02:01,7
10/18/2019,31,16:01:00,16:00:56,66,16:02:02,12
10/18/2019,31,17:01:00,17:00:59,62,17:02:01,25
10/18/2019,31,18:01:00,18:01:02,55,18:01:57,19
10/18/2019,31,19:01:00,19:01:04,56,19:02:00,24
10/18/2019,31,20:01:00,20:01:04,58,20:02:02,18
10/18/2019,31,21:01:00,21:00:49,72,21:02:01,22
10/18/2019,31,22:01:00,22:00:53,67,22:02:00,20
10/18/2019,31,23:01:00,23:00:54,67,23:02:01,30
10/19/2019,32,0:01:00,0:00:54,66,0:02:00,26
10/19/2019,32,1:01:00,1:00:54,68,1:02:02,24
10/19/2019,32,2:01:00,2:00:53,68,2:02:01,13
10/19/2019,32,3:01:00,3:00:51,70,3:02:01,18
10/19/2019,32,4:01:00,4:00:49,70,4:01:59,15
10/19/2019,32,5:01:00,5:00:48,73,5:02:01,4
10/19/2019,32,6:01:00,6:01:03,59,6:02:02,3
10/19/2019,32,7:01:00,7:01:01,60,7:02:01,19
10/19/2019,32,8:01:00,8:00:58,62,8:02:00,23
10/19/2019,32,9:01:00,9:00:57,65,9:02:02,16
10/19/2019,32,10:01:00,10:00:58,64,10:02:02,25
10/19/2019,32,11:01:00,11:00:58,64,11:02:02,30
10/19/2019,32,12:01:00,12:00:59,61,12:02:00,27
10/19/2019,32,13:01:00,13:00:57,65,13:02:02,13
10/19/2019,32,14:01:00,14:00:57,66,14:02:03,9
10/19/2019,32,15:01:00,15:01:00,62,15:02:02,12
10/19/2019,32,16:01:00,16:01:01,60,16:02:01,15
10/19/2019,32,17:01:00,17:01:01,59,17:02:00,12
10/19/2019,32,18:01:00,18:01:01,60,18:02:01,5
10/19/2019,32,19:01:00,19:01:02,59,19:02:01,4
10/19/2019,32,20:01:00,20:01:02,59,20:02:01,10
10/19/2019,32,21:01:00,21:01:02,60,21:02:02,24
10/19/2019,32,22:01:00,22:01:02,61,22:02:03,25
10/19/2019,32,23:01:00,23:01:02,59,23:02:01,20
10/20/2019,33,0:01:00,0:01:03,60,0:02:03,27
10/20/2019,33,1:01:00,1:01:03,58,1:02:01,17
10/20/2019,33,2:01:00,2:01:04,56,2:02:00,24
10/20/2019,33,3:01:00,3:00:48,72,3:02:00,19
10/20/2019,33,4:01:00,4:00:49,73,4:02:02,3
10/20/2019,33,5:01:00,5:00:51,69,5:02:00,11
10/20/2019,33,6:01:00,6:00:51,72,6:02:03,20
10/20/2019,33,7:01:00,7:00:50,68,7:01:58,33
10/20/2019,33,8:01:00,8:00:49,73,8:02:02,12
10/20/2019,33,9:01:00,9:00:49,74,9:02:03,16
10/20/2019,33,10:01:00,10:00:48,74,10:02:02,8
10/20/2019,33,11:01:00,11:00:48,73,11:02:01,26
10/20/2019,33,12:01:00,12:00:48,70,12:01:58,17
10/20/2019,33,13:01:00,13:00:48,70,13:01:58,25
10/20/2019,33,14:01:00,14:01:05,57,14:02:02,25
10/20/2019,33,15:01:00,15:00:49,71,15:02:00,4
10/20/2019,33,16:01:00,16:00:49,72,16:02:01,18
10/20/2019,33,17:01:00,17:00:50,71,17:02:01,14
10/20/2019,33,18:01:00,18:00:49,72,18:02:01,16
10/20/2019,33,19:01:00,19:01:03,58,19:02:01,13
10/20/2019,33,20:01:00,20:00:49,73,20:02:02,11
10/20/2019,33,21:01:00,21:00:49,71,21:02:00,12
10/20/2019,33,22:01:00,22:00:49,73,22:02:02,16
10/20/2019,33,23:01:00,23:00:49,71,23:02:00,17
10/21/2019,34,0:01:00,0:00:48,75,0:02:03,16
10/21/2019,34,1:01:00,1:00:49,70,1:01:59,15
10/21/2019,34,2:01:00,2:00:48,71,2:01:59,18
10/21/2019,34,3:01:00,3:01:04,58,3:02:02,14
10/21/2019,34,4:01:00,4:01:02,71,4:02:13,14
10/21/2019,34,5:01:00,5:01:03,58,5:02:01,21
10/21/2019,34,6:01:00,6:01:03,60,6:02:03,18
10/21/2019,34,7:01:00,7:01:02,61,7:02:03,7
10/21/2019,34,8:01:00,8:01:03,60,8:02:03,8
10/21/2019,34,9:01:00,9:01:03,57,9:02:00,18
10/21/2019,34,10:01:00,10:01:01,59,10:02:00,14
10/21/2019,34,11:01:00,11:01:02,60,11:02:02,5
10/21/2019,34,12:01:00,12:01:02,59,12:02:01,8
10/21/2019,34,13:01:00,13:01:02,61,13:02:03,11
10/21/2019,34,14:01:00,14:01:00,62,14:02:02,20
10/21/2019,34,15:01:00,15:01:01,60,15:02:01,14
10/21/2019,34,16:01:00,16:01:01,60,16:02:01,4
10/21/2019,34,17:01:00,17:01:02,58,17:02:00,4
10/21/2019,34,18:01:00,18:00:49,74,18:02:03,9
10/21/2019,34,19:01:00,19:00:51,70,19:02:01,15
10/21/2019,34,20:01:00,20:00:52,70,20:02:02,8
10/21/2019,34,21:01:00,21:00:56,66,21:02:02,6
10/21/2019,34,22:01:00,22:01:01,60,22:02:01,20
10/21/2019,34,23:01:00,23:01:03,58,23:02:01,21
10/22/2019,35,0:01:00,0:01:03,55,0:01:58,21
10/22/2019,35,1:01:00,1:00:48,72,1:02:00,17
10/22/2019,35,2:01:00,2:00:51,70,2:02:01,22
10/22/2019,35,3:01:00,3:00:51,70,3:02:01,16
10/22/2019,35,4:01:00,4:00:54,69,4:02:03,15
10/22/2019,35,5:01:00,5:00:55,67,5:02:02,16
10/22/2019,35,6:01:00,6:00:51,70,6:02:01,17
10/22/2019,35,7:01:00,7:00:50,70,7:02:00,16
10/22/2019,35,8:01:00,8:00:49,75,8:02:04,12
10/22/2019,35,9:01:00,9:01:04,57,9:02:01,8
10/22/2019,35,10:01:00,10:01:02,58,10:02:00,12
10/22/2019,35,11:01:00,11:01:00,65,11:02:05,9
10/22/2019,35,12:01:00,12:01:00,63,12:02:03,11
10/22/2019,35,13:01:00,13:01:00,62,13:02:02,22
10/22/2019,35,14:01:00,14:00:59,62,14:02:01,23
10/22/2019,35,15:01:00,15:00:58,63,15:02:01,22
10/22/2019,35,16:01:00,16:00:58,64,16:02:02,15
10/22/2019,35,17:01:00,17:00:58,64,17:02:02,29
10/22/2019,35,18:01:00,18:01:00,60,18:02:00,21
10/22/2019,35,19:01:00,19:01:02,57,19:01:59,16
10/22/2019,35,20:01:00,20:01:02,60,20:02:02,14
10/22/2019,35,21:01:00,21:01:04,58,21:02:02,6
10/22/2019,35,22:01:00,22:00:50,72,22:02:02,15
10/22/2019,35,23:01:00,23:00:52,66,23:01:58,15
10/23/2019,36,0:01:00,0:00:55,69,0:02:04,16
10/23/2019,36,1:01:00,1:00:48,73,1:02:01,11
10/23/2019,36,2:01:00,2:00:56,65,2:02:01,8
10/23/2019,36,3:01:00,3:01:02,60,3:02:02,16
10/23/2019,36,4:01:00,4:00:49,72,4:02:01,18
10/23/2019,36,5:01:00,5:00:49,73,5:02:02,27
10/23/2019,36,6:01:00,6:00:47,73,6:02:00,14
10/23/2019,36,7:01:00,7:01:03,58,7:02:01,5
10/23/2019,36,8:01:00,8:01:03,58,8:02:01,12
10/23/2019,36,9:01:00,9:01:03,62,9:02:05,3
10/23/2019,36,10:01:00,10:01:02,61,10:02:03,10
10/23/2019,36,11:01:00,11:00:59,62,11:02:01,16
10/23/2019,36,12:01:00,12:00:58,63,12:02:01,14
10/23/2019,36,13:01:00,13:00:59,62,13:02:01,11
10/23/2019,36,14:01:00,14:01:00,61,14:02:01,8
10/23/2019,36,15:01:00,15:01:02,60,15:02:02,18
10/23/2019,36,16:01:00,16:01:03,60,16:02:03,16
10/23/2019,36,17:01:00,17:00:48,74,17:02:02,20
10/23/2019,36,18:01:00,18:00:50,72,18:02:02,22
10/23/2019,36,19:01:00,19:00:50,71,19:02:01,17
10/23/2019,36,20:01:00,20:00:50,72,20:02:02,16
10/23/2019,36,21:01:00,21:00:51,70,21:02:01,13
10/23/2019,36,22:01:00,22:00:50,71,22:02:01,18
10/23/2019,36,23:01:00,23:00:57,65,23:02:02,15
10/24/2019,37,0:01:00,0:00:59,62,0:02:01,23
10/24/2019,37,1:01:00,1:00:51,71,1:02:02,15
10/24/2019,37,2:01:00,2:00:59,61,2:02:00,17
10/24/2019,37,3:01:00,3:00:49,72,3:02:01,14
10/24/2019,37,4:01:00,4:00:56,67,4:02:03,19
10/24/2019,37,5:01:00,5:00:58,63,5:02:01,11
10/24/2019,37,6:01:00,6:00:58,65,6:02:03,7
10/24/2019,37,7:01:00,7:00:59,64,7:02:03,10
10/24/2019,37,8:01:00,8:01:02,60,8:02:02,12
10/24/2019,37,9:01:00,9:01:01,60,9:02:01,16
10/24/2019,37,10:01:00,10:01:03,57,10:02:00,12
10/24/2019,37,11:01:00,11:01:01,60,11:02:01,18
10/24/2019,37,12:01:00,12:00:59,63,12:02:02,1
10/24/2019,37,13:01:00,13:00:56,65,13:02:01,4
10/24/2019,37,14:01:00,14:00:57,64,14:02:01,14
10/24/2019,37,15:01:00,15:01:00,60,15:02:00,9
10/24/2019,37,16:01:00,16:01:02,60,16:02:02,25
10/24/2019,37,17:01:00,17:01:03,57,17:02:00,12
10/24/2019,37,18:01:00,18:00:49,74,18:02:03,18
10/24/2019,37,19:01:00,19:00:50,71,19:02:01,23
10/24/2019,37,20:01:00,20:00:53,70,20:02:03,18
10/24/2019,37,21:01:00,21:00:58,65,21:02:03,14
10/24/2019,37,22:01:00,22:00:54,67,22:02:01,17
10/24/2019,37,23:01:00,23:00:49,72,23:02:01,20
